Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. Protein q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,MW [kDa],Gene Symbol,"Abundance Ratio: (Heavy, Soluble_S59L-Treat) / (Light, Soluble_S59L-Treat)","Abundance Ratio: (Heavy, Soluble_S59L-WT) / (Light, Soluble_S59L-WT)","Abundance Ratio P-Value: (Heavy, Soluble_S59L-Treat) / (Light, Soluble_S59L-Treat)","Abundance Ratio P-Value: (Heavy, Soluble_S59L-WT) / (Light, Soluble_S59L-WT)","Abundance: F9: Light, Sample, S8, Soluble_S59L-Treat, 4","Abundance: F11: Light, Sample, S7, Soluble_S59L-Treat, 3","Abundance: F13: Light, Sample, S6, Soluble_S59L-Treat, 2","Abundance: F15: Light, Sample, S5, Soluble_S59L-Treat, 1","Abundance: F10: Light, Sample, S4, Soluble_S59L-WT, 4","Abundance: F12: Light, Sample, S3, Soluble_S59L-WT, 3","Abundance: F14: Light, Sample, S2, Soluble_S59L-WT, 2","Abundance: F16: Light, Sample, S1, Soluble_S59L-WT, 1","Abundance: F9: Heavy, Sample, S8, Soluble_S59L-Treat, 4","Abundance: F11: Heavy, Sample, S7, Soluble_S59L-Treat, 3","Abundance: F13: Heavy, Sample, S6, Soluble_S59L-Treat, 2","Abundance: F15: Heavy, Sample, S5, Soluble_S59L-Treat, 1","Abundance: F10: Heavy, Sample, S4, Soluble_S59L-WT, 4","Abundance: F12: Heavy, Sample, S3, Soluble_S59L-WT, 3","Abundance: F14: Heavy, Sample, S2, Soluble_S59L-WT, 2","Abundance: F16: Heavy, Sample, S1, Soluble_S59L-WT, 1",Modifications,WikiPathways,Reactome Pathways
FALSE,High,Master Protein,P62737,"Actin, aortic smooth muscle [OS=Mus musculus]",0,318.43,85,24,3194,4,42,Acta2,1.05,0.697,0.93064176,0.018769607,481424188,390074858,409434242,321495710,509063065.5,484181717.5,495494924,484412891,382649916,430904094,408762974,356108784,270815612,333781132,394966154,341361472,,Striated muscle contraction; Comprehensive IL-17A signaling,Formation of the dystrophin-glycoprotein complex (DGC); Smooth Muscle Contraction; Regulation of CDH1 Function
FALSE,High,Master Protein,Q8K2B3,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial [OS=Mus musculus]",0,313.709,73,32,1360,32,72.5,Sdha,1.57,0.502,0.003722448,0.004456083,1537162856,1266786204,1324818041,1309928477,5887221795,5622706122,5062852321,5745082912,2141939889,1890573337,2368816079,2163726763,2438591023,2576392972,3109796058,3156505654,,Electron transport chain; TCA cycle,Maturation of TCA enzymes and regulation of TCA cycle; Citric acid cycle (TCA cycle)
FALSE,High,Master Protein,P63017,Heat shock cognate 71 kDa protein [OS=Mus musculus],0,313.273,75,35,1161,24,70.8,Hspa8,2.365,1.378,0.000583878,0.048337621,2775002706,2605808536,2380536906,2644402537,2020450348,2095335208,1849087787,2268031702,6683020848,6050657621,6881968862,5877006410,2240223609,2609357772,3209584177,3459431961,,TGF-beta receptor signaling pathway; Mapk signaling pathway; Exercise-induced circadian regulation,"Neutrophil degranulation; Regulation of HSF1-mediated heat shock response; mRNA Splicing - Major Pathway; PKR-mediated signaling; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; Clathrin-mediated endocytosis; Golgi Associated Vesicle Biogenesis; Attenuation phase; Lysosome Vesicle Biogenesis; GABA synthesis, release, reuptake and degradation; AUF1 (hnRNP D0) binds and destabilizes mRNA; Protein methylation"
FALSE,High,Master Protein,P16858,Glyceraldehyde-3-phosphate dehydrogenase [OS=Mus musculus],0,309.91,77,19,2417,19,35.8,Gapdh,1.67,0.908,0.001769696,0.492989065,17905720032,16903928981,13758650187,15745876775,11506651949,13124918019,10727025962,15369462647,28844121832,27774620511,27798479343,26716562144,9225000488,11418167391,12572948735,14577894824,,Glycolysis and gluconeogenesis,Gluconeogenesis; Glycolysis
FALSE,High,Master Protein,P17710,Hexokinase-1 [OS=Mus musculus],0,308.48,55,47,875,40,108.2,Hk1,0.531,0.447,0.000212414,0.001885381,3003071855,3103795322,3243147455,3222039472,479527274.3,463194567,515490355,692573998,1623125457,1617200188,1828055026,1581540070,171756054,194545234.5,265510842,329302536,,Glucuronidation; Glycolysis and gluconeogenesis,Glycolysis; Synthesis of GDP-mannose
FALSE,High,Master Protein,Q71LX4,Talin-2 [OS=Mus musculus],0,307.594,41,70,430,59,253.5,Tln2,0.068,0.003,0.000173849,0.123930791,542547075.8,542519309.1,453385899.6,454534750.4,263548514.5,200690784.3,205398658.3,279548213.7,31400356.25,35268065.5,44491561.5,32437982.5,3177588.25,,10613401.75,,,,
FALSE,High,Master Protein,P11499,Heat shock protein HSP 90-beta [OS=Mus musculus],0,305.436,61,41,1107,26,83.2,Hsp90ab1,2.819,2.196,0.000230104,0.001259165,884209937.5,901623241.3,871110735.1,978450907.3,547447625.6,609069520,581126876,788404527.5,2597316892,2439669968,2896782597,2616126618,1031857350,1310495478,1510238555,1767788121,,TNF-alpha NF-kB signaling pathway; Focal adhesion: PI3K-Akt-mTOR signaling pathway,Neutrophil degranulation; The role of GTSE1 in G2/M progression after G2 checkpoint; Regulation of actin dynamics for phagocytic cup formation; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; Attenuation phase; Estrogen-dependent gene expression; Sema3A PAK dependent Axon repulsion; Aryl hydrocarbon receptor signalling; DDX58/IFIH1-mediated induction of interferon-alpha/beta; HSF1 activation; RHOBTB2 GTPase cycle; The NLRP3 inflammasome
FALSE,High,Master Protein,P97807,"Fumarate hydratase, mitochondrial [OS=Mus musculus]",0,302.882,66,23,1139,23,54.3,Fh,0.873,0.298,0.034817581,0.000930572,4963870768,4028491476,4449862211,4243779949,12163414963,13091392098,11238069408,12685436514,3803368401,3356725347,4065863964,3886104895,2938258270,3498617133,4017308203,4226604035,,TCA cycle; Amino acid metabolism,Mitochondrial protein degradation; Citric acid cycle (TCA cycle)
FALSE,High,Master Protein,P58252,Elongation factor 2 [OS=Mus musculus],0,298.787,69,48,839,46,95.3,Eef2,2.47,2.012,0.00034251,0.008072429,1052690713,882688818.5,923495584.5,1063375372,563868476.5,683215551.8,509406245,726662094.5,2442943112,2277721788,2668112933,2514154803,1057480638,1117489335,1434507389,1568742817,,Translation factors,Neutrophil degranulation; Protein methylation; Peptide chain elongation; Synthesis of diphthamide-EEF2
FALSE,High,Master Protein,P14824,Annexin A6 [OS=Mus musculus],0,293.377,66,43,818,42,75.8,Anxa6,1.565,0.836,0.001799235,0.095285979,942026612,921121332.8,863542481,1043523879,1319847583,1414821330,1428275213,1771636466,1449067419,1467544312,1599623806,1586512189,926757509.5,1080192440,1391414392,1623125819,,Prostaglandin synthesis and regulation; Comprehensive IL-17A signaling; Calcium regulation in cardiac cells,
FALSE,High,Master Protein,Q8VDD5,Myosin-9 [OS=Mus musculus],0,287.337,39,60,390,44,226.2,Myh9,3.918,2.849,0.001839456,0.0053019,40272477.38,35594048.75,24273700.5,41920812.5,8291826.375,12698230,17487964.13,17789847.5,137990675.3,159460827.3,142186738.8,136776559.8,21536020,23128650.75,57042037.5,55606360.25,,Primary focal segmental glomerulosclerosis (FSGS),Regulation of actin dynamics for phagocytic cup formation; RHO GTPases activate PAKs
FALSE,High,Master Protein,P58281,"Dynamin-like GTPase OPA1, mitochondrial [OS=Mus musculus]",0,286.709,60,51,685,51,111.3,Opa1,1.114,0.442,0.037599787,0.00295666,580864373.5,454924019.3,537715872,463555749,1092405302,988030163.3,924940424.5,1164770807,592726388,515672765.9,588798166,530673368.8,423651362,422084420.4,539805025.4,533609116,,,Regulation of Apoptosis
FALSE,High,Master Protein,P09411,Phosphoglycerate kinase 1 [OS=Mus musculus],0,284.833,75,26,1120,26,44.5,Pgk1,1.255,0.501,0.008431022,0.005276774,6058174884,5841069735,5256764265,5668277967,4558708089,5446737279,4826981499,6439227999,7125864183,7296655234,7446593046,7145424052,1929749060,2452581052,3042051569,3583276925,,Glycolysis and gluconeogenesis,Gluconeogenesis; Glycolysis
FALSE,High,Master Protein,Q03265,"ATP synthase F(1) complex subunit alpha, mitochondrial [OS=Mus musculus]",0,281.339,65,37,4098,37,59.7,Atp5f1a,1.098,0.38,0.130586309,0.001844313,19939238155,17095879107,17573599474,16591489872,56940564103,54029084277,48868028915,53735999033,19867907442,17893967818,21607072110,19127725832,17629728589,18560695381,22647306221,22632310407,,Oxidative phosphorylation; Electron transport chain,Mitochondrial protein degradation; Formation of ATP by chemiosmotic coupling; Cristae formation
FALSE,High,Master Protein,Q9JKS4,LIM domain-binding protein 3 [OS=Mus musculus],0,280.326,62,30,793,30,76.4,Ldb3,0.88,0.544,0.097782937,0.013204136,1384858921,1304238143,1224782126,1563300885,1780894300,1854959587,1474059751,1755565604,1079652786,1146788933,1233119386,1378117639,791717657,881115179.5,1052302620,1093691902,Met-loss+Acetyl [N-Term]; Acetyl [N-Term],,
FALSE,High,Master Protein,O08528,Hexokinase-2 [OS=Mus musculus],0,277.23,53,40,682,35,102.5,Hk2,2.254,1.604,0.001327048,0.012745168,375099379.5,330068296.5,381038421,444577309.3,413735351,383933068,275458458.5,362903246.5,839057404,749592881,928376503,798216553.5,567394940.5,600286961.5,592701213,596918575.5,,Glycolysis and gluconeogenesis,Glycolysis
FALSE,High,Master Protein,Q9Z2I9,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial [OS=Mus musculus]",0,277.133,61,29,999,29,50.1,Sucla2,1.132,0.413,0.097902569,0.001751654,3905368137,3095713646,3264362719,3058523748,9970024034,10095529413,8687135794,10002000053,3868902149,3383604200,4006146711,3582935590,3429057042,3790741090,4279729309,4539158254,,TCA cycle,Citric acid cycle (TCA cycle)
FALSE,High,Master Protein,Q7TQ48,Sarcalumenin [OS=Mus musculus],0,276.661,69,26,927,26,54.3,Srl,1.157,0.28,0.054039849,0.002513178,1794476244,1398524460,1687391330,2066196972,10711398419,10123988972,8731415088,9851061398,1974630174,1699948107,2252629279,2191662778,2159612411,2313697426,3004216504,3375611419,,,
FALSE,High,Master Protein,P07901,Heat shock protein HSP 90-alpha [OS=Mus musculus],0,275.236,64,40,912,26,84.7,Hsp90aa1,2.697,1.72,0.000582526,0.065476148,861696620,820887690,729559907.5,832081622,157697505.5,147202874,96289284.5,199421896.9,2379733892,2162527269,2359281694,1969895027,195925878.8,218151524.4,331415606.2,398017656.1,Met-loss [N-Term],EBV LMP1 signaling; TNF-alpha NF-kB signaling pathway; Focal adhesion: PI3K-Akt-mTOR signaling pathway; IL-6 signaling pathway; IL-2 signaling pathway,"Regulation of actin dynamics for phagocytic cup formation; Neutrophil degranulation; Downregulation of ERBB2 signaling; Anchoring of the basal body to the plasma membrane; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Recruitment of NuMA to mitotic centrosomes; AURKA Activation by TPX2; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; The role of GTSE1 in G2/M progression after G2 checkpoint; Extra-nuclear estrogen signaling; Attenuation phase; Estrogen-dependent gene expression; Sema3A PAK dependent Axon repulsion; Regulation of necroptotic cell death; VEGFR2 mediated vascular permeability; Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation; DDX58/IFIH1-mediated induction of interferon-alpha/beta; eNOS activation; HSF1 activation; RHOBTB2 GTPase cycle; Drug-mediated inhibition of ERBB2 signaling"
FALSE,High,Master Protein,P68372,Tubulin beta-4B chain [OS=Mus musculus],0,274.782,82,25,1120,1,49.8,Tubb4b,0.513,0.506,0.000779201,0.008644699,525396320,477269152,431733280,463982048,195168144,222694896,185909856,280252800,258695184,238260528,259385520,244903648,81692256,99468080,123211664,160813440,,,Neutrophil degranulation; PKR-mediated signaling; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; COPI-independent Golgi-to-ER retrograde traffic; Hedgehog 'off' state; COPI-dependent Golgi-to-ER retrograde traffic; Kinesins; MHC class II antigen presentation; COPI-mediated anterograde transport; Separation of Sister Chromatids; Anchoring of the basal body to the plasma membrane; Resolution of Sister Chromatid Cohesion; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Recruitment of NuMA to mitotic centrosomes; RHO GTPases Activate Formins; AURKA Activation by TPX2; EML4 and NUDC in mitotic spindle formation; Intraflagellar transport; Carboxyterminal post-translational modifications of tubulin; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane; Recycling pathway of L1; Cargo trafficking to the periciliary membrane; RHO GTPases activate IQGAPs; The role of GTSE1 in G2/M progression after G2 checkpoint; Aggrephagy; Sealing of the nuclear envelope (NE) by ESCRT-III
FALSE,High,Master Protein,P68134,"Actin, alpha skeletal muscle [OS=Mus musculus]",0,273.992,79,21,3003,2,42,Acta1,0.001,0.001,,,20148312,,18405626,,11740009,6596137,,,,,,,,,,,,Striated muscle contraction; Myometrial relaxation and contraction pathways; Comprehensive IL-17A signaling,Striated Muscle Contraction; Formation of the dystrophin-glycoprotein complex (DGC); Regulation of CDH1 Function
FALSE,High,Master Protein,P70670,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form [OS=Mus musculus]",0,272.714,34,50,353,50,220.4,Naca,6.446,7.48,8.70613E-05,0.008211588,91313167.13,73030984.56,68840373.81,67963983.69,38687044.38,28185546,25223282.19,11784422.78,569424579,473449192.9,568878567.1,435605565.8,145255168.5,150672241.4,263975620.5,185762845.6,,,
FALSE,High,Master Protein,Q8BFR5,"Elongation factor Tu, mitochondrial [OS=Mus musculus]",0,271.918,70,28,742,28,49.5,Tufm,0.879,0.327,0.066249636,0.001882145,1078723843,1001717231,1005995604,1007149596,2531454322,2662063498,2100751281,2833181952,799183329.5,833188876,941036520.8,936613152,661097616.3,775846091.5,877287142.3,1039037926,,,
FALSE,High,Master Protein,Q921I1,Serotransferrin [OS=Mus musculus],0,265.982,62,38,615,37,76.7,Tf,4.318,4.549,0.000110243,7.75451E-05,420723268.3,490013436.5,325587890,674566955.5,207547733.9,342265556,216887856.8,467461685,1795043008,2141610441,1674572131,2675824421,798784908,1643961835,1006767815,2084344754,,Iron homeostasis,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; Cargo recognition for clathrin-mediated endocytosis; Platelet degranulation ; Transferrin endocytosis and recycling
FALSE,High,Master Protein,Q99JY0,"Trifunctional enzyme subunit beta, mitochondrial [OS=Mus musculus]",0,264.346,69,26,1204,26,51.4,Hadhb,1.69,0.776,0.002092002,0.037287556,4692137042,3925967431,4446836842,4068005928,10669002819,10326175856,9119785275,9802449063,7584048590,6358816302,9117958007,7171649128,7035776476,7488083645,8290979840,8140533490,,Fatty acid beta-oxidation; Fatty acid beta-oxidation (streamlined),Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA; Beta oxidation of octanoyl-CoA to hexanoyl-CoA; Acyl chain remodeling of CL; Beta oxidation of palmitoyl-CoA to myristoyl-CoA; Beta oxidation of myristoyl-CoA to lauroyl-CoA; Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA; Beta oxidation of hexanoyl-CoA to butanoyl-CoA
FALSE,High,Master Protein,P48962,ADP/ATP translocase 1 [OS=Mus musculus],0,263.382,86,32,2522,19,32.9,Slc25a4,0.911,0.306,0.176276879,0.001840368,4583542039,3545118148,3778718742,3604824648,18397831101,15277560629,13753187109,15881357203,3338824749,2995297065,3740768365,3543400360,4052900548,4365736787,5209694780,5209841990,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],Androgen receptor signaling pathway; Electron transport chain; mRNA processing,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane; Mitochondrial Uncoupling
FALSE,High,Master Protein,P05064,Fructose-bisphosphate aldolase A [OS=Mus musculus],0,261.232,85,30,1629,24,39.3,Aldoa,2.529,1.285,0.000521689,0.083819672,4161750750,3915607444,3577719122,4270217413,3496012284,3607929254,3353446249,4084344342,10716266425,9723965645,10549212629,9502449787,3600213458,4290029198,5516486570,5672927951,Met-loss [N-Term],Glycolysis and gluconeogenesis,Neutrophil degranulation; Platelet degranulation ; Gluconeogenesis; Glycolysis
FALSE,High,Master Protein,P47857,"ATP-dependent 6-phosphofructokinase, muscle type [OS=Mus musculus]",0,260.205,59,34,671,29,85.2,Pfkm,1.584,0.925,0.001098,0.405166553,2009709859,2163596343,2247005251,2265448196,2712036039,3208435051,2752682022,3334541847,3190797452,3353451683,4128749131,3580214447,2044801914,2716254898,3051932141,3370274236,,Glycolysis and gluconeogenesis; Insulin signaling,Glycolysis
FALSE,High,Master Protein,Q921G7,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial [OS=Mus musculus]",0,259.814,76,35,870,35,68,Etfdh,0.931,0.313,0.258289748,0.001285053,2339767912,1895909716,2122894156,1784942447,8792787412,8284073536,7518715358,8048088091,1809705021,1622417582,2169612777,1808696913,2206812822,2367799070,2944040880,2750164224,,,Respiratory electron transport
FALSE,High,Master Protein,P99024,Tubulin beta-5 chain [OS=Mus musculus],0,259.785,82,25,1057,4,49.6,Tubb5,0.897,0.95,0.079159132,0.838342558,355612932,398592578,294331494,377880562,64644152.5,72199673.5,69717057,116252022,290365958,351050688,292401503,345242778,50837608,60298715,88800272,125714346,,T cell receptor signaling pathway,Neutrophil degranulation; Anchoring of the basal body to the plasma membrane; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Recruitment of NuMA to mitotic centrosomes; AURKA Activation by TPX2
FALSE,High,Master Protein,Q8K009,Mitochondrial 10-formyltetrahydrofolate dehydrogenase [OS=Mus musculus],0,259.601,58,44,338,44,101.5,Aldh1l2,1.086,0.834,0.025513368,0.033780261,849634976,720929475,824907656,830089946,13033796.75,31747189.75,43860643.5,77748396.75,924673980,752214024.5,953597816,898853161.5,11379108.5,29034207.25,34960534.13,56141365.88,,,Metabolism of folate and pterines
FALSE,High,Master Protein,Q6PIE5,Sodium/potassium-transporting ATPase subunit alpha-2 [OS=Mus musculus],0,258.062,51,42,634,24,112.1,Atp1a2,2.036,1.123,0.002550577,0.190850278,78183205.75,70042099,84121327.5,87007466.5,71721038.75,73065290,39179889.75,64041662.75,180018824.5,123934787.5,196151146.5,156604304.3,80778788.5,81881827.75,79947755.25,69407812,,,Ion homeostasis; Ion transport by P-type ATPases
FALSE,High,Master Protein,P02468,Laminin subunit gamma-1 [OS=Mus musculus],0,255.417,42,49,455,49,177.2,Lamc1,0.383,0.218,0.000323098,0.001027062,193417568.5,195883681.5,280878873,155848570.3,299530916.3,365530703.5,398033215.5,340092115.3,72574904.5,76649030.63,105325205,71715660.5,50040716.75,68337913.22,101583457,93248084.75,,,
FALSE,High,Master Protein,Q91ZA3,"Propionyl-CoA carboxylase alpha chain, mitochondrial [OS=Mus musculus]",0,255.392,62,38,545,38,79.9,Pcca,0.96,0.338,0.96518697,0.000368196,408527236.5,346050154.3,366264497.5,432955041.5,1337700797,1220932700,1185297690,1292433356,395444027.5,329682577.5,428497646.1,397186937.5,364211455,395933905.5,417104838,461257623,,,Biotin transport and metabolism; Propionyl-CoA catabolism
FALSE,High,Master Protein,Q02053,Ubiquitin-like modifier-activating enzyme 1 [OS=Mus musculus],0,254.833,49,42,590,42,117.7,Uba1,2.505,1.546,0.000575792,0.035895678,376197454.8,459526445.8,395687910.3,493023805.5,194308282.5,385521741.3,255072624.8,393479579.8,1026734426,1039654600,1132300981,1134001549,288901931.9,445975209.8,528629380.8,632228188,,Parkinson's disease; Proteasome degradation,Antigen processing: Ubiquitination & Proteasome degradation; Synthesis of active ubiquitin: roles of E1 and E2 enzymes
FALSE,High,Master Protein,Q9D6Y9,"1,4-alpha-glucan-branching enzyme [OS=Mus musculus]",0,250.919,65,38,463,38,80.3,Gbe1,2.146,1.026,0.00120843,0.674531538,860966490.8,683028073.3,627253512.8,721528451.8,78046639.09,88215332.75,58732768,74791813.13,1791827688,1511707960,1653533874,1403167863,66616317.94,90637687.69,76994714,76591156.38,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],Glycogen metabolism,Glycogen synthesis
FALSE,High,Master Protein,P60710,"Actin, cytoplasmic 1 [OS=Mus musculus]",0,249.658,85,23,1638,2,41.7,Actb,1.662,,0.047323793,,15292855,10614016,9064907,10335173,,,,,22167394,20235608,21388986,,,,,,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],Myometrial relaxation and contraction pathways; Regulation of actin cytoskeleton; Focal adhesion,Interaction between L1 and Ankyrins; DNA Damage Recognition in GG-NER; Adherens junctions interactions; Regulation of actin dynamics for phagocytic cup formation; MAP2K and MAPK activation; RHO GTPases Activate Formins; Recycling pathway of L1; RHO GTPases activate IQGAPs; Clathrin-mediated endocytosis; Formation of the dystrophin-glycoprotein complex (DGC); Formation of the canonical BAF (cBAF) complex; Formation of the embryonic stem cell BAF (esBAF) complex; Formation of neuronal progenitor and neuronal BAF (npBAF and nBAF); EPHB-mediated forward signaling; UCH proteinases; B-WICH complex positively regulates rRNA expression; RHOF GTPase cycle; Formation of the non-canonical BAF (ncBAF) complex; Formation of annular gap junctions; Formation of the polybromo-BAF (pBAF) complex; VEGFA-VEGFR2 Pathway; Cell-extracellular matrix interactions; RHO GTPases Activate WASPs and WAVEs; Regulation of CDH1 Function
